[02/07/2021 17:37:35 / FxUtilitiesController.php:803]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20201204_100549).(tickets-data).log

combined file(this)	[ea-4_tester-1].(20200507_140530).(combined-data).(20210207_173735_438323).dat
dpath	C:\Users\iwabuchiken\AppData\Roaming\MetaQuotes\Terminal\34B08C83A5AAE27A4079DE708E60511E\MQL4\Files\Logs\id_20120454\20201204_100549[eap-2.id-1].[AUDJPY-5].dir
order_type	46.85069
account : 	20120454

s.n.	ticket-num	curr.datetime	Close.-20	Close.-19	Close.-18	Close.-17	Close.-16	Close.-15	Close.-14	Close.-13	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	d.-20	d.-19	d.-18	d.-17	d.-16	d.-15	d.-14	d.-13	d.-12	d.-11	d.-10	d.-9	d.-8	d.-7	d.-6	d.-5	d.-4	d.-3	d.-2	d.-1	width.-20	width.-19	width.-18	width.-17	width.-16	width.-15	width.-14	width.-13	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-20	w-level.-19	w-level.-18	w-level.-17	w-level.-16	w-level.-15	w-level.-14	w-level.-13	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-20	MFI.-19	MFI.-18	MFI.-17	MFI.-16	MFI.-15	MFI.-14	MFI.-13	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-20	RSI.-19	RSI.-18	RSI.-17	RSI.-16	RSI.-15	RSI.-14	RSI.-13	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-20	Force.-19	Force.-18	Force.-17	Force.-16	Force.-15	Force.-14	Force.-13	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-20	BB-loc.-19	BB-loc.-18	BB-loc.-17	BB-loc.-16	BB-loc.-15	BB-loc.-14	BB-loc.-13	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	ticket	open-time	type	size	item	price	SL	TP	close-time	price	profit
95	29361710	2020.12.04 11:00:00	77.193	77.208	77.199	77.19199999999999	77.18600000000001	77.179	77.191	77.187	77.191	77.238	77.261	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-0.007	0.015	-0.008999999999999999	-0.008	-0.007	-0.008	0.01	-0.005	0.004	0.048	0.02	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-1	2	-1	-1	-1	-1	2	-1	1	4	3	-1	-2	-3	2	-4	1	-3	-2	2	57.77515	63.86701	63.97706	57.38978	57.43833	50.87726	53.71029	54.52676	47.53089	50.14362	55.56964	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	51.31272	54.84153	52.44098	50.62666	49.09415	47.33451	50.53386	49.4792	50.56523	60.94826	64.76088	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	0.2478	0.7708	0.8673	-0.1638	-0.1965	-0.3444	-0.09555	-0.1788	-0.2662	0.88335	1.143	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	4	3	4	5	5	6	4	5	4	1	1	1	2	3	3	5	4	5	5	5	29361710	2020.12.04 11:00:01	buy	0.10	audjpy	77.171	77.179	77.329	2020.12.04 11:50:04	77.179	80
96	29361809	2020.12.04 11:05:00	77.208	77.199	77.19199999999999	77.18600000000001	77.179	77.191	77.187	77.191	77.238	77.261	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	0.015	-0.008999999999999999	-0.008	-0.007	-0.008	0.01	-0.005	0.004	0.048	0.02	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	2	-1	-1	-1	-1	2	-1	1	4	3	-1	-2	-3	2	-4	1	-3	-2	2	-2	63.86701	63.97706	57.38978	57.43833	50.87726	53.71029	54.52676	47.53089	50.14362	55.56964	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	54.84153	52.44098	50.62666	49.09415	47.33451	50.53386	49.4792	50.56523	60.94826	64.76088	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	0.7708	0.8673	-0.1638	-0.1965	-0.3444	-0.09555	-0.1788	-0.2662	0.88335	1.143	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	3	4	5	5	6	4	5	4	1	1	1	2	3	3	5	4	5	5	5	5	29361809	2020.12.04 11:05:01	buy	0.10	audjpy	77.155	77.179	77.329	2020.12.04 11:50:04	77.179	240
97	29361892	2020.12.04 11:10:00	77.199	77.19199999999999	77.18600000000001	77.179	77.191	77.187	77.191	77.238	77.261	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-0.008999999999999999	-0.008	-0.007	-0.008	0.01	-0.005	0.004	0.048	0.02	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	-1	-1	-1	-1	2	-1	1	4	3	-1	-2	-3	2	-4	1	-3	-2	2	-2	2	63.97706	57.38978	57.43833	50.87726	53.71029	54.52676	47.53089	50.14362	55.56964	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	52.44098	50.62666	49.09415	47.33451	50.53386	49.4792	50.56523	60.94826	64.76088	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	0.8673	-0.1638	-0.1965	-0.3444	-0.09555	-0.1788	-0.2662	0.88335	1.143	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	4	5	5	6	4	5	4	1	1	1	2	3	3	5	4	5	5	5	5	4	29361892	2020.12.04 11:10:02	buy	0.10	audjpy	77.175	77.179	77.329	2020.12.04 11:50:04	77.179	40
98	29362005	2020.12.04 11:15:00	77.19199999999999	77.18600000000001	77.179	77.191	77.187	77.191	77.238	77.261	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	-0.008	-0.007	-0.008	0.01	-0.005	0.004	0.048	0.02	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	-1	-1	-1	2	-1	1	4	3	-1	-2	-3	2	-4	1	-3	-2	2	-2	2	1	57.38978	57.43833	50.87726	53.71029	54.52676	47.53089	50.14362	55.56964	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	50.62666	49.09415	47.33451	50.53386	49.4792	50.56523	60.94826	64.76088	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	-0.1638	-0.1965	-0.3444	-0.09555	-0.1788	-0.2662	0.88335	1.143	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	5	5	6	4	5	4	1	1	1	2	3	3	5	4	5	5	5	5	4	4	29362005	2020.12.04 11:15:01	buy	0.10	audjpy	77.175	77.179	77.329	2020.12.04 11:50:04	77.179	40
99	29362060	2020.12.04 11:20:00	77.18600000000001	77.179	77.191	77.187	77.191	77.238	77.261	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	-0.007	-0.008	0.01	-0.005	0.004	0.048	0.02	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	-1	-1	2	-1	1	4	3	-1	-2	-3	2	-4	1	-3	-2	2	-2	2	1	1	57.43833	50.87726	53.71029	54.52676	47.53089	50.14362	55.56964	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	49.09415	47.33451	50.53386	49.4792	50.56523	60.94826	64.76088	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	-0.1965	-0.3444	-0.09555	-0.1788	-0.2662	0.88335	1.143	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	5	6	4	5	4	1	1	1	2	3	3	5	4	5	5	5	5	4	4	4	29362060	2020.12.04 11:20:01	buy	0.10	audjpy	77.186	77.179	77.329	2020.12.04 11:50:04	77.179	-70
100	29362119	2020.12.04 11:25:00	77.179	77.191	77.187	77.191	77.238	77.261	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-0.008	0.01	-0.005	0.004	0.048	0.02	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-1	2	-1	1	4	3	-1	-2	-3	2	-4	1	-3	-2	2	-2	2	1	1	-1	50.87726	53.71029	54.52676	47.53089	50.14362	55.56964	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	47.33451	50.53386	49.4792	50.56523	60.94826	64.76088	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	-0.3444	-0.09555	-0.1788	-0.2662	0.88335	1.143	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	6	4	5	4	1	1	1	2	3	3	5	4	5	5	5	5	4	4	4	4	29362119	2020.12.04 11:25:10	buy	0.10	audjpy	77.185	77.179	77.329	2020.12.04 11:50:04	77.179	-60
101	29362173	2020.12.04 11:30:00	77.191	77.187	77.191	77.238	77.261	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	77.164	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	0.01	-0.005	0.004	0.048	0.02	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-0.012	2	-1	1	4	3	-1	-2	-3	2	-4	1	-3	-2	2	-2	2	1	1	-1	-2	53.71029	54.52676	47.53089	50.14362	55.56964	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	42.83947	50.53386	49.4792	50.56523	60.94826	64.76088	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	45.3123	-0.09555	-0.1788	-0.2662	0.88335	1.143	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	-0.24225	4	5	4	1	1	1	2	3	3	5	4	5	5	5	5	4	4	4	4	4	29362173	2020.12.04 11:30:01	buy	0.10	audjpy	77.175	77.179	77.329	2020.12.04 11:50:04	77.179	40
102	29362243	2020.12.04 11:35:00	77.187	77.191	77.238	77.261	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	77.164	77.178	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	-0.005	0.004	0.048	0.02	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-0.012	0.014	-1	1	4	3	-1	-2	-3	2	-4	1	-3	-2	2	-2	2	1	1	-1	-2	2	54.52676	47.53089	50.14362	55.56964	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	42.83947	44.05918	49.4792	50.56523	60.94826	64.76088	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	45.3123	48.29916	-0.1788	-0.2662	0.88335	1.143	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	-0.24225	-0.27885	5	4	1	1	1	2	3	3	5	4	5	5	5	5	4	4	4	4	4	4	29362243	2020.12.04 11:35:01	buy	0.10	audjpy	77.187	77.179	77.329	2020.12.04 11:50:04	77.179	-80
103	29362288	2020.12.04 11:40:00	77.191	77.238	77.261	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	77.164	77.178	77.173	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	0.004	0.048	0.02	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-0.012	0.014	-0.004	1	4	3	-1	-2	-3	2	-4	1	-3	-2	2	-2	2	1	1	-1	-2	2	-1	47.53089	50.14362	55.56964	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	42.83947	44.05918	39.9059	50.56523	60.94826	64.76088	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	45.3123	48.29916	47.3274	-0.2662	0.88335	1.143	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	-0.24225	-0.27885	-0.2184	4	1	1	1	2	3	3	5	4	5	5	5	5	4	4	4	4	4	4	4	29362288	2020.12.04 11:40:00	buy	0.10	audjpy	77.182	77.179	77.329	2020.12.04 11:50:04	77.179	-30
104	29362380	2020.12.04 11:45:00	77.238	77.261	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	77.164	77.178	77.173	77.20999999999999	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	0.048	0.02	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-0.012	0.014	-0.004	0.035	4	3	-1	-2	-3	2	-4	1	-3	-2	2	-2	2	1	1	-1	-2	2	-1	4	50.14362	55.56964	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	42.83947	44.05918	39.9059	45.31298	60.94826	64.76088	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	45.3123	48.29916	47.3274	54.46383	0.88335	1.143	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	-0.24225	-0.27885	-0.2184	0.30685	1	1	1	2	3	3	5	4	5	5	5	5	4	4	4	4	4	4	4	3	29362380	2020.12.04 11:45:01	buy	0.10	audjpy	77.222	77.170	77.290	2020.12.04 11:52:00	77.170	-520
105	29362695	2020.12.04 11:50:00	77.261	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	77.164	77.178	77.173	77.20999999999999	77.19499999999999	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	-1	0.02	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-0.012	0.014	-0.004	0.035	-0.015	3	-1	-2	-3	2	-4	1	-3	-2	2	-2	2	1	1	-1	-2	2	-1	4	-2	55.56964	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	42.83947	44.05918	39.9059	45.31298	47.5463	64.76088	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	45.3123	48.29916	47.3274	54.46383	51.48697	1.143	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	-0.24225	-0.27885	-0.2184	0.30685	-1.6297	1	1	2	3	3	5	4	5	5	5	5	4	4	4	4	4	4	4	3	3	29362695	2020.12.04 11:50:01	buy	0.10	audjpy	77.198	77.155	77.275	2020.12.04 12:07:34	77.155	-430
106	29362771	2020.12.04 11:55:00	77.25700000000001	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	77.164	77.178	77.173	77.20999999999999	77.19499999999999	77.199	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	-1	1	-0.005	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-0.012	0.014	-0.004	0.035	-0.015	0.004	-1	-2	-3	2	-4	1	-3	-2	2	-2	2	1	1	-1	-2	2	-1	4	-2	1	60.13528	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	42.83947	44.05918	39.9059	45.31298	47.5463	42.1479	63.62375	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	45.3123	48.29916	47.3274	54.46383	51.48697	52.22003	1.0428	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	-0.24225	-0.27885	-0.2184	0.30685	-1.6297	-1.3423	1	2	3	3	5	4	5	5	5	5	4	4	4	4	4	4	4	3	3	3	29362771	2020.12.04 11:55:02	buy	0.10	audjpy	77.211	77.160	77.280	2020.12.04 12:06:31	77.160	-510
107	29362867	2020.12.04 12:00:00	77.244	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	77.164	77.178	77.173	77.20999999999999	77.19499999999999	77.199	77.202	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	-1	1	1	-0.014	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-0.012	0.014	-0.004	0.035	-0.015	0.004	0.002	-2	-3	2	-4	1	-3	-2	2	-2	2	1	1	-1	-2	2	-1	4	-2	1	1	59.12536	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	42.83947	44.05918	39.9059	45.31298	47.5463	42.1479	43.13675	60.01844	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	45.3123	48.29916	47.3274	54.46383	51.48697	52.22003	52.7833	0.7884	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	-0.24225	-0.27885	-0.2184	0.30685	-1.6297	-1.3423	-1.22925	2	3	3	5	4	5	5	5	5	4	4	4	4	4	4	4	3	3	3	3	29362867	2020.12.04 12:00:01	buy	0.10	audjpy	77.210	77.163	77.283	2020.12.04 12:05:38	77.163	-470
108	29362944	2020.12.04 12:05:00	77.218	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	77.164	77.178	77.173	77.20999999999999	77.19499999999999	77.199	77.202	77.176	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-0.026	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-0.012	0.014	-0.004	0.035	-0.015	0.004	0.002	-0.027	-3	2	-4	1	-3	-2	2	-2	2	1	1	-1	-2	2	-1	4	-2	1	1	-3	55.44968	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	42.83947	44.05918	39.9059	45.31298	47.5463	42.1479	43.13675	42.9194	53.62155	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	45.3123	48.29916	47.3274	54.46383	51.48697	52.22003	52.7833	47.65783	0.104	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	-0.24225	-0.27885	-0.2184	0.30685	-1.6297	-1.3423	-1.22925	-1.1254	3	3	5	4	5	5	5	5	4	4	4	4	4	4	4	3	3	3	3	4	29362944	2020.12.04 12:05:03	buy	0.10	audjpy	77.186	77.137	77.257	2020.12.04 14:05:25	77.137	-490
109	29362980	2020.12.04 12:10:00	77.23	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	77.164	77.178	77.173	77.20999999999999	77.19499999999999	77.199	77.202	77.176	77.16800000000001	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	0.011	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-0.012	0.014	-0.004	0.035	-0.015	0.004	0.002	-0.027	-0.008999999999999999	2	-4	1	-3	-2	2	-2	2	1	1	-1	-2	2	-1	4	-2	1	1	-3	-1	50.34142	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	42.83947	44.05918	39.9059	45.31298	47.5463	42.1479	43.13675	42.9194	42.78699	55.90483	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	45.3123	48.29916	47.3274	54.46383	51.48697	52.22003	52.7833	47.65783	46.20466	0.3717	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	-0.24225	-0.27885	-0.2184	0.30685	-1.6297	-1.3423	-1.22925	-1.1254	-0.71	3	5	4	5	5	5	5	4	4	4	4	4	4	4	3	3	3	3	4	4	29362980	2020.12.04 12:10:06	buy	0.10	audjpy	77.172	77.174	77.324	2020.12.04 13:08:40	77.174	20
110	29363044	2020.12.04 12:15:00	77.182	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	77.164	77.178	77.173	77.20999999999999	77.19499999999999	77.199	77.202	77.176	77.16800000000001	77.163	-1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	-0.047	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-0.012	0.014	-0.004	0.035	-0.015	0.004	0.002	-0.027	-0.008999999999999999	-0.004	-4	1	-3	-2	2	-2	2	1	1	-1	-2	2	-1	4	-2	1	1	-3	-1	-1	48.87652	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	42.83947	44.05918	39.9059	45.31298	47.5463	42.1479	43.13675	42.9194	42.78699	42.95014	46.30603	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	45.3123	48.29916	47.3274	54.46383	51.48697	52.22003	52.7833	47.65783	46.20466	45.29601	-0.40595	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	-0.24225	-0.27885	-0.2184	0.30685	-1.6297	-1.3423	-1.22925	-1.1254	-0.71	-1.2864	5	4	5	5	5	5	4	4	4	4	4	4	4	3	3	3	3	4	4	4	29363044	2020.12.04 12:15:01	buy	0.10	audjpy	77.172	77.174	77.324	2020.12.04 13:08:40	77.174	20
111	29363108	2020.12.04 12:20:00	77.185	77.161	77.14400000000001	77.16200000000001	77.148	77.16200000000001	77.166	77.175	77.175	77.164	77.178	77.173	77.20999999999999	77.19499999999999	77.199	77.202	77.176	77.16800000000001	77.163	77.161	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	0.004	-0.025	-0.017	0.018	-0.013	0.016	0.002	0.008	0	-0.012	0.014	-0.004	0.035	-0.015	0.004	0.002	-0.027	-0.008999999999999999	-0.004	-0.002	1	-3	-2	2	-2	2	1	1	-1	-2	2	-1	4	-2	1	1	-3	-1	-1	-1	47.84433	42.46487	41.47573	43.12391	38.51494	38.93478	43.04333	42.88157	42.80934	42.83947	44.05918	39.9059	45.31298	47.5463	42.1479	43.13675	42.9194	42.78699	42.95014	47.49664	46.90578	42.87307	40.2903	44.04714	41.88933	44.73898	45.54214	47.35434	47.35434	45.3123	48.29916	47.3274	54.46383	51.48697	52.22003	52.7833	47.65783	46.20466	45.29601	44.92402	-0.3424	-1.0224	-0.9045	-0.798	-1.00575	-0.8671	-0.48345	-0.22185	-0.13915	-0.24225	-0.27885	-0.2184	0.30685	-1.6297	-1.3423	-1.22925	-1.1254	-0.71	-1.2864	-0.3633	4	5	5	5	5	4	4	4	4	4	4	4	3	3	3	3	4	4	4	4	29363108	2020.12.04 12:20:01	buy	0.10	audjpy	77.171	77.174	77.324	2020.12.04 13:08:40	77.174	30
